,District,PROPERTY Address,PROPERTY Boro-Block-Lot,PROPERTY Building Classification,PROPERTY Condo Section,PROPERTY Full Market Value,PROPERTY Gross Income per SqFt,PROPERTY Gross SqFt,PROPERTY Market Value per SqFt,PROPERTY Neighborhood,PROPERTY Total Units,PROPERTY Year Built,RENTAL 1 Address,RENTAL 1 Boro-Block-Lot,RENTAL 1 Building Classification,RENTAL 1 Full Market Value,RENTAL 1 Gross Income per SqFt,RENTAL 1 Gross SqFt,RENTAL 1 Market Value per SqFt,RENTAL 1 Neighborhood,RENTAL 1 Total Units,RENTAL 1 Year Built,Year
4214,Brooklyn,214 AVENUE P,3-06625-7501,R4-ELEVATOR,2613-R1,3724278,28.9,29084,128,GRAVESEND,14,2005,391 LORIMER STREET,3-03031-0018,C9-WALK-UP,5880000,27,102695,57,WILLIAMSBURG-EAST,167,1984,2010
4215,Brooklyn,202 QUENTIN ROAD,3-06651-7501,R4-ELEVATOR,1149-R1,1119998,22.46,11525,97,GRAVESEND,14,2002,549 6 AVENUE,3-01043-0001,C1-WALK-UP,991000,22.76,10508,94,PARK SLOPE SOUTH,16,1931,2010
4216,Brooklyn,355 KINGS HIGHWAY,3-06653-7501,R4-ELEVATOR,1494-R1,4080003,19,54201,75,GRAVESEND,28,2003,2629 CROPSEY AVENUE,3-06911-0006,D1-ELEVATOR,3050000,19,75586,40.4,GRAVESEND,106,1987,2010
4217,Brooklyn,860 EAST 16 STREET,3-06699-7501,R2-WALK-UP,454-R1,1340005,11.7,33133,40.4,MIDWOOD,18,0,1631 EASTERN PARKWAY EXT,3-01464-0043,C7-WALK-UP,349000,11.2,12000,29.1,OCEAN HILL,13,1910,2010
4218,Brooklyn,1494 OCEAN AVENUE,3-06721-7501,R2-WALK-UP,2011-R1,3820002,19.82,44400,86,MIDWOOD,44,1922,1362 OCEAN AVENUE,3-06703-0073,C1-WALK-UP,1170000,10.6,42420,27.6,MIDWOOD,48,1923,2010
4219,Brooklyn,1322 EAST 14 STREET,3-06742-7501,R4-ELEVATOR,2041-R1,2190000,23,21927,100,MIDWOOD,13,2008,397 ATLANTIC AVENUE,3-00177-0034,C1-WALK-UP,2170000,31.5,14800,147,BOERUM HILL,13,2004,2010
4220,Brooklyn,1530 EAST 15 STREET,3-06761-7501,R2-WALK-UP,1859-R1,771001,13.2,16000,48.2,MIDWOOD,12,2005,1965 EAST 7 STREET,3-06683-0052,D1-ELEVATOR,723000,13.6,25075,28.8,OCEAN PARKWAY-SOUTH,35,1931,2010
4221,Brooklyn,2072 OCEAN AVENUE,3-06766-7501,R4-ELEVATOR,1232-R1,2120000,24,20340,104,MIDWOOD,13,2003,2011 OCEAN AVENUE,3-06767-0080,D7-ELEVATOR,3360000,16.27,61000,55,MIDWOOD,76,1948,2010
4222,Brooklyn,1764 EAST 19 STREET,3-06801-7503,R4-ELEVATOR,1717-R1,1569998,16.05,24696,64,MADISON,16,2007,4018 5 AVENUE,3-00714-0044,C7-WALK-UP,1390000,16.69,24620,56,SUNSET PARK,32,1906,2010
4223,Brooklyn,1765 EAST 19 STREET,3-06802-7501,R4-ELEVATOR,2073-R1,1129998,16.75,17080,66,MADISON,11,2006,125 95 STREET,3-06115-0151,C1-WALK-UP,717000,13.95,16500,43.5,BAY RIDGE,14,2002,2010
4224,Brooklyn,1833 EAST 13 STREET,3-06819-7501,R2-WALK-UP,1359-R1,810998,12,19600,41.4,MADISON,12,2004,139 EMERSON PLACE,3-01909-0011,C1-WALK-UP,3330000,19.53,45670,73,CLINTON HILL,50,1946,2010
4225,Brooklyn,2121 SHORE PARKWAY SR NOR,3-06940-7501,R4-ELEVATOR,13-R1,4217036,12.43,109200,38.6,GRAVESEND,110,1965,2402 65 STREET,3-06604-0001,D7-ELEVATOR,2830000,12.43,81120,34.9,GRAVESEND,95,1931,2010
4226,Brooklyn,279 LAKE STREET,3-07103-7501,R2-WALK-UP,2467-R1,1129974,28,9750,116,GRAVESEND,12,2007,549 6 AVENUE,3-01043-0001,C1-WALK-UP,991000,22.76,10508,94,PARK SLOPE SOUTH,16,1931,2010
4227,Brooklyn,611 BANNER AVENUE,3-07242-7501,R9-CONDOPS,358-R1,2500000,0,87134,28.7,BRIGHTON BEACH,101,1989,1673 49 STREET,3-05448-0058,D7-ELEVATOR,697000,8.46,38880,17.93,BOROUGH PARK,37,1931,2010
4228,Brooklyn,2827 OCEAN PARKWAY,3-07260-7501,R4-ELEVATOR,1267-R1,1150002,16.05,18063,64,BRIGHTON BEACH,12,2001,4018 5 AVENUE,3-00714-0044,C7-WALK-UP,1390000,16.69,24620,56,SUNSET PARK,32,1906,2010
4229,Brooklyn,2408 OCEAN AVENUE,3-07298-7502,R4-ELEVATOR,2051-R1,2880002,26.5,25009,115,MADISON,21,2006,677 CLASSON AVENUE,3-01149-0006,C1-WALK-UP,717000,28.4,6100,118,CROWN HEIGHTS,16,1990,2010
4230,Brooklyn,2388 OCEAN AVENUE,3-07298-7503,R4-ELEVATOR,2055-R1,2670002,26,23679,113,MADISON,21,0,677 CLASSON AVENUE,3-01149-0006,C1-WALK-UP,717000,28.4,6100,118,CROWN HEIGHTS,16,1990,2010
4231,Brooklyn,2421 OCEAN AVENUE,3-07299-7501,R4-ELEVATOR,1407-R1,1450000,19.17,17388,83,MADISON,12,0,677 CLASSON AVENUE,3-01149-0006,C1-WALK-UP,717000,28.4,6100,118,CROWN HEIGHTS,16,1990,2010
4232,Brooklyn,2381 OCEAN AVENUE,3-07299-7502,R4-ELEVATOR,1816-R1,1589998,15,28967,55,MADISON,22,2006,2066 EAST 15 STREET,3-07319-0033,C1-WALK-UP,436000,12.27,12640,34.5,MADISON,16,1927,2010
4233,Brooklyn,2511 OCEAN AVENUE,3-07325-7501,R4-ELEVATOR,1495-R1,1730003,11.44,43876,39.4,MADISON,25,2005,2992 NOSTRAND AVENUE,3-06792-0015,C1-WALK-UP,1390000,11.44,47000,29.6,MADISON,48,1954,2010
4234,Brooklyn,2523 OCEAN AVENUE,3-07325-7504,R4-ELEVATOR,2028-R1,1460000,19.71,17109,85,MADISON,15,2005,677 CLASSON AVENUE,3-01149-0006,C1-WALK-UP,717000,28.4,6100,118,CROWN HEIGHTS,16,1990,2010
4235,Brooklyn,2569 OCEAN AVENUE,3-07353-7501,R4-ELEVATOR,1846-R1,4430000,17.02,65764,67,SHEEPSHEAD BAY,27,2007,2276 HOMECREST AVENUE,3-07372-0037,C1-WALK-UP,776000,17.58,11800,66,SHEEPSHEAD BAY,16,1947,2010
4236,Brooklyn,2736 OCEAN AVENUE,3-07404-7502,R4-ELEVATOR,1749-R1,1400000,16.65,21306,66,SHEEPSHEAD BAY,14,2005,2024 JEROME AVENUE,3-07465-0009,C7-WALK-UP,889000,16.15,16280,55,SHEEPSHEAD BAY,16,1979,2010
4237,Brooklyn,2752 OCEAN AVENUE,3-07404-7503,R4-ELEVATOR,1973-R1,1150004,15.31,19032,60,SHEEPSHEAD BAY,20,2004,2654 EAST 23 STREET,3-07467-0013,C1-WALK-UP,531000,15.31,10248,52,SHEEPSHEAD BAY,16,1982,2010
4238,Brooklyn,2781A OCEAN AVENUE,3-07405-7501,R4-ELEVATOR,2184-R1,5629831,0,62370,90,SHEEPSHEAD BAY,72,1957,4018 5 AVENUE,3-00714-0044,C7-WALK-UP,1390000,16.69,24620,56,SUNSET PARK,32,1906,2010
4239,Brooklyn,2475 EAST 11 STREET,3-07412-7501,R9-CONDOPS,284-R1,2610000,12.58,60072,43.4,SHEEPSHEAD BAY,62,1961,2625 EAST 13 STREET,3-07458-0062,D1-ELEVATOR,2980000,13.13,72840,40.9,SHEEPSHEAD BAY,77,1957,2010
4240,Brooklyn,1208 SHEEPSHEAD BAY ROAD,3-07414-7501,R2-WALK-UP,532-R1,757000,0,14100,54,SHEEPSHEAD BAY,12,1988,2276 HOMECREST AVENUE,3-07372-0037,C1-WALK-UP,776000,17.58,11800,66,SHEEPSHEAD BAY,16,1947,2010
4241,Brooklyn,2570 EAST 17 STREET,3-07437-7503,R4-ELEVATOR,1862-R1,3319998,20,38257,87,SHEEPSHEAD BAY,16,2005,378 93 STREET,3-06107-0033,D1-ELEVATOR,800000,20.27,10555,76,BAY RIDGE,12,2003,2010
4242,Brooklyn,2900 OCEAN AVENUE,3-07440-7501,R4-ELEVATOR,14-R2,4870018,0,75324,65,SHEEPSHEAD BAY,88,1957,2403 EAST 13 STREET,3-07415-0001,C1-WALK-UP,504000,16.55,9000,56,SHEEPSHEAD BAY,12,1975,2010
4243,Brooklyn,2615 EAST 17 STREET,3-07462-7501,R4-ELEVATOR,1743-R1,2350000,18.41,32236,73,SHEEPSHEAD BAY,29,2006,2801 EMMONS AVENUE,3-08792-0063,D6-ELEVATOR,4900000,26.2,45054,109,SHEEPSHEAD BAY,55,2004,2010
